pedido_id,pagamento_value,pagamento_forma,pagamento_parcelas,CustoFinanceiro,,,,,,,,,,,
28238,"10.960,00",Credito,4,"R$ 279,48",,,,,,,,,,,
27755,"17.000,00",Pix,1,"R$ 0,00",,,,,,,,,,,
28237,"4.872,50",Credito,2,"R$ 124,25",,,,,,,,,,,
28194,"1.000,00",Pix,1,"R$ 0,00",,,,,,,,,,,
28194,"7.112,00",Credito,3,"R$ 181,36",,,,,,,,,,,
27754,"5.800,00",Credito,2,"R$ 147,90",,,,,,,,,,,
28236,"4.600,00",Pix,1,"R$ 0,00",,,,,,,,,,,
28192,"2.750,00",Pix,1,"R$ 0,00",,,,,,,,,,,
28192,"8.250,00",A Receber,3,"R$ 0,00",,,,,,,,,,,
27753,"3.655,25",Pix,1,"R$ 0,00",,,,,,,,,,,
27753,"10.965,75",Credito,3,"R$ 279,63",,,,,,,,,,,
28191,"8.200,00",Dinheiro,1,"R$ 0,00",,,,,,,,,,,
27760,"4.200,00",Credito,1,"R$ 99,54",,,,,,,,,,,
28244,5900,Pix,1,"R$ 0,00",,,,,,,,,,,
28244,5900,Pix,1,"R$ 0,00",,,,,,,,,,,
28009,35000,Pix,1,"R$ 0,00",,,,,,,,,,,
28009,14990,Boleto,1,"R$ 1,99",,,,,,,,,,,
28011,2240,Pix,1,"R$ 0,00",,,,,,,,,,,
28011,2240,A Receber,1,"R$ 0,00",,,,,,,,,,,
27767,7300,Débito,1,"R$ 105,12",,,,,,,,,,,
28010,5900,Pix,1,"R$ 0,00",,,,,,,,,,,
27766,3000,Pix,1,"R$ 0,00",,,,,,,,,,,
28015,840,Pix,1,"R$ 0,00",,,,,,,,,,,
28015,4200,Credito,5,"R$ 107,10",,,,,,,,,,,
27772,6000,Pix,1,"R$ 0,00",,,,,,,,,,,
27772,10000,Credito,2,"R$ 255,00",,,,,,,,,,,
28014,500,Pix,1,"R$ 0,00",,,,,,,,,,,
27771,1400,Pix,1,"R$ 0,00",,,,,,,,,,,
27771,1300,Pix,1,"R$ 0,00",,,,,,,,,,,
27771,2900,Credito,2,"R$ 73,95",,,,,,,,,,,
28020,7500,Credito,1,"R$ 177,75",,,,,,,,,,,
27769,4839,Pix,1,"R$ 0,00",,,,,,,,,,,
27768,6350,Pix,1,"R$ 0,00",,,,,,,,,,,
27773,3200,Credito,6,"R$ 81,60",,,,,,,,,,,
27765,11000,Dinheiro,1,"R$ 0,00",,,,,,,,,,,
28249,7190,Credito,1,"R$ 170,40",,,,,,,,,,,
28005,5400,Pix,1,"R$ 0,00",,,,,,,,,,,
28005,3000,Credito,2,"R$ 76,50",,,,,,,,,,,
28006,1000,Pix,1,"R$ 0,00",,,,,,,,,,,
27764,2700,Pix,1,"R$ 0,00",,,,,,,,,,,
28247,24000,Transferência,1,"R$ 0,00",,,,,,,,,,,
28247,6000,Entrega,1,"R$ 0,00",,,,,,,,,,,
27761,6300,Pix,1,"R$ 0,00",,,,,,,,,,,
27761,2700,Entrega,1,"R$ 0,00",,,,,,,,,,,
28018,18300,Pix,1,"R$ 0,00",,,,,,,,,,,
28245,12715,A Receber,1,"R$ 0,00",,,,,,,,,,,
28046,2706,Pix,1,"R$ 0,00",,,,,,,,,,,
28046,13530,Boleto,5,"R$ 9,95",,,,,,,,,,,
28060,11000,Pix,01,"R$ 0,00",,,,,,,,,,,
28052,2500,Pix,1,"R$ 0,00",,,,,,,,,,,
28052,2500,Credito,1,"R$ 59,25",,,,,,,,,,,
28047,3350,Pix,1,"R$ 0,00",,,,,,,,,,,
28054,3600,Pix,1,"R$ 0,00",,,,,,,,,,,
28054,3000,Credito,6,"R$ 76,50",,,,,,,,,,,
28004,1000,Pix,1,"R$ 0,00",,,,,,,,,,,
28004,2800,Cheque,1,"R$ 0,00",,,,,,,,,,,
28004,2800,Cheque,1,"R$ 0,00",,,,,,,,,,,
28004,2800,Cheque,1,"R$ 0,00",,,,,,,,,,,
28055,5000,Pix,1,"R$ 0,00",,,,,,,,,,,
28055,1000,Pix,1,"R$ 0,00",,,,,,,,,,,
28049,4850,Pix,1,"R$ 0,00",,,,,,,,,,,
28048,8000,Pix,1,"R$ 0,00",,,,,,,,,,,
28056,3000,Dinheiro,1,"R$ 0,00",,,,,,,,,,,
28056,8000,Pix,1,"R$ 0,00",,,,,,,,,,,
27784,3000,Pix,1,"R$ 0,00",,,,,,,,,,,
27784,8500,A Receber,1,"R$ 0,00",,,,,,,,,,,
28045,4100,Pix,1,"R$ 0,00",,,,,,,,,,,
28024,6390,Débito,1,"R$ 92,02",,,,,,,,,,,
27777,5800,Credito,4,"R$ 147,90",,,,,,,,,,,
28023,10000,Credito,6,"R$ 255,00",,,,,,,,,,,
28021,3500,Pix,1,"R$ 0,00",,,,,,,,,,,
27778,13000,Pix,1,"R$ 0,00",,,,,,,,,,,
28025,4200,Credito,1,"R$ 99,54",,,,,,,,,,,
28030,10700,Dinheiro,1,"R$ 0,00",,,,,,,,,,,
28030,300,Pix,1,"R$ 0,00",,,,,,,,,,,
28030,10700,Boleto,3,"R$ 5,97",,,,,,,,,,,
28028,6600,Credito,4,"R$ 168,30",,,,,,,,,,,
28033,5200,Credito,3,"R$ 132,60",,,,,,,,,,,
28027,300,Débito,1,"R$ 4,32",,,,,,,,,,,
28026,2900,Credito,2,"R$ 73,95",,,,,,,,,,,
27779,3000,Pix,1,"R$ 0,00",,,,,,,,,,,
27779,1385,Cheque,1,"R$ 0,00",,,,,,,,,,,
27779,5000,Cheque,1,"R$ 0,00",,,,,,,,,,,
27779,5000,Cheque,1,"R$ 0,00",,,,,,,,,,,
28034,7000,Pix,1,"R$ 0,00",,,,,,,,,,,
27782,7840,Pix,1,"R$ 0,00",,,,,,,,,,,
27782,3360,Entrega,1,"R$ 0,00",,,,,,,,,,,
27781,1300,Pix,1,"R$ 0,00",,,,,,,,,,,
28035,4300,Pix,1,"R$ 0,00",,,,,,,,,,,
28041,998,Pix,1,"R$ 0,00",,,,,,,,,,,
28039,4300,Pix,1,"R$ 0,00",,,,,,,,,,,
28039,5000,Entrega,1,"R$ 0,00",,,,,,,,,,,
28038,2000,Pix,1,"R$ 0,00",,,,,,,,,,,
28038,4000,Credito,2,"R$ 102,00",,,,,,,,,,,
28037,10000,Pix,1,"R$ 0,00",,,,,,,,,,,
28037,10000,Credito,1,"R$ 237,00",,,,,,,,,,,
28042,1000,Pix,1,"R$ 0,00",,,,,,,,,,,
28042,7000,Credito,7,"R$ 212,10",,,,,,,,,,,
28051,11000,Pix,1,"R$ 0,00",,,,,,,,,,,
28040,5800,Pix,1,"R$ 0,00",,,,,,,,,,,
27780,20000,Pix,1,"R$ 0,00",,,,,,,,,,,
27780,20000,Pix,1,"R$ 0,00",,,,,,,,,,,
27780,20000,Pix,1,"R$ 0,00",,,,,,,,,,,
27803,1580,Credito,01,"R$ 37,45",,,,,,,,,,,
27786,9310,A Receber,08,"R$ 0,00",,,,,,,,,,,
28022,5000,Cheque,1,"R$ 0,00",,,,,,,,,,,
28022,5000,Cheque,1,"R$ 0,00",,,,,,,,,,,
28022,5000,Cheque,1,"R$ 0,00",,,,,,,,,,,
28022,5000,Cheque,1,"R$ 0,00",,,,,,,,,,,
28022,5000,Cheque,1,"R$ 0,00",,,,,,,,,,,
28044,18000,Cheque,1,"R$ 0,00",,,,,,,,,,,
28019,39650,Cheque,1,"R$ 0,00",,,,,,,,,,,
28019,14350,Entrega,1,"R$ 0,00",,,,,,,,,,,
27787,6860.00,Pix,1,"R$ 0,00",,,,,,,,,,,
27787,2940,Credito,01,"R$ 69,68",,,,,,,,,,,
27789,2300,Pix,1,"R$ 0,00",,,,,,,,,,,
27789,9200,Credito,04,"R$ 234,60",,,,,,,,,,,
27790,4000,Pix,01,"R$ 0,00",,,,,,,,,,,
27788,8220,Pix,01,"R$ 0,00",,,,,,,,,,,
27788,16200,Credito,02,"R$ 413,10",,,,,,,,,,,
27792,5000,Pix,01,"R$ 0,00",,,,,,,,,,,
27792,5000,Entrega,01,"R$ 0,00",,,,,,,,,,,
27793,8235,Pix,01,"R$ 0,00",,,,,,,,,,,
27791 ,11800,Pix,01,"R$ 0,00",,,,,,,,,,,
27791 ,8500,Credito,02,"R$ 216,75",,,,,,,,,,,
27794,5000,Pix,01,"R$ 0,00",,,,,,,,,,,
27794,4500,Credito,02,"R$ 114,75",,,,,,,,,,,
28063,18900,Boleto,01,"R$ 1,99",,,,,,,,,,,
27795,6700,Pix,01,"R$ 0,00",,,,,,,,,,,
27797,3200,Credito,01,"R$ 75,84",,,,,,,,,,,
27798,5300,Débito,01,"R$ 76,32",,,,,,,,,,,
28102,6000,Débito,01,"R$ 86,40",,,,,,,,,,,
28101,10000,Pix,01,"R$ 0,00",,,,,,,,,,,
28101,47979,Credito,05,"R$ 1.223,46",,,,,,,,,,,
28013,2400,A Receber,1,"R$ 0,00",,,,,,,,,,,
28013,2000,Entrega,1,"R$ 0,00",,,,,,,,,,,
27799,2800,Pix,1,"R$ 0,00",,,,,,,,,,,
27799,1590,Pix,1,"R$ 0,00",,,,,,,,,,,
28017,3400,Pix,1,"R$ 0,00",,,,,,,,,,,
28016,1500,Pix,1,"R$ 0,00",,,,,,,,,,,
28016,4645,Credito,3,"R$ 118,45",,,,,,,,,,,
28104,2320,Credito,1,"R$ 54,98",,,,,,,,,,,
28103,5100,Pix,1,"R$ 0,00",,,,,,,,,,,
28106,10000,Pix,1,"R$ 0,00",,,,,,,,,,,
28106,19300,Credito,5,"R$ 492,15",,,,,,,,,,,
28107,6000,Pix,1,"R$ 0,00",,,,,,,,,,,
28107,6600,Credito,06,"R$ 168,30",,,,,,,,,,,
28109,2634,Pix,01,"R$ 0,00",,,,,,,,,,,
28109,13166,Credito,05,"R$ 335,73",,,,,,,,,,,
28108,5000,Pix,1,"R$ 0,00",,,,,,,,,,,
28108,5000,Credito,03,"R$ 127,50",,,,,,,,,,,
28064,15000,Boleto,1,"R$ 1,99",,,,,,,,,,,
28064,85000,Boleto,10,"R$ 19,90",,,,,,,,,,,
28111,9000,Pix,1,"R$ 0,00",,,,,,,,,,,
28110,966,Pix,1,"R$ 0,00",,,,,,,,,,,
28110,4834,Credito,5,"R$ 123,27",,,,,,,,,,,
28065,1072,Credito,06,"R$ 27,34",,,,,,,,,,,
28066,5000,Credito,05,"R$ 127,50",,,,,,,,,,,
28112,10170,Pix,1,"R$ 0,00",,,,,,,,,,,
28113,4200,Credito,04,"R$ 107,10",,,,,,,,,,,
27774,575,Dinheiro,1,"R$ 0,00",,,,,,,,,,,
27774,575,Entrega,1,"R$ 0,00",,,,,,,,,,,
27796,4700,Credito,1,"R$ 111,39",,,,,,,,,,,
28073,6470,Pix,1,"R$ 0,00",,,,,,,,,,,
28121,7420,Pix,1,"R$ 0,00",,,,,,,,,,,
28074,8600,Dinheiro,1,"R$ 0,00",,,,,,,,,,,
28122,6000,Credito,06,"R$ 153,00",,,,,,,,,,,
28071,1050,Pix,1,"R$ 0,00",,,,,,,,,,,
28119,1300,Pix,1,"R$ 0,00",,,,,,,,,,,
28070,2237,A Receber,,"R$ 0,00",,,,,,,,,,,
28120,4800,Pix,1,"R$ 0,00",,,,,,,,,,,
28072,1200,Pix,1,"R$ 0,00",,,,,,,,,,,
28114,40000,Transferência,1,"R$ 0,00",,,,,,,,,,,
28068,15350,Pix,1,"R$ 0,00",,,,,,,,,,,
28067,30000.00,Transferência,1,"R$ 0,00",,,,,,,,,,,
28067,15000.00,Entrega,1,"R$ 0,00",,,,,,,,,,,
28115,4000,Pix,1,"R$ 0,00",,,,,,,,,,,
28116,2600,Credito,1,"R$ 61,62",,,,,,,,,,,
28117,1000,Credito,4,"R$ 25,50",,,,,,,,,,,
28069,5000,Dinheiro,1,"R$ 0,00",,,,,,,,,,,
28069,3000,Pix,1,"R$ 0,00",,,,,,,,,,,
28118,2000,Pix,1,"R$ 0,00",,,,,,,,,,,
28124,4900,Pix,1,"R$ 0,00",,,,,,,,,,,
28123,5000,Dinheiro,1,"R$ 0,00",,,,,,,,,,,
28127,31980,Transferência,1,"R$ 0,00",,,,,,,,,,,
28127,21320,Entrega,1,"R$ 0,00",,,,,,,,,,,
28126,950,Pix,1,"R$ 0,00",,,,,,,,,,,
28126,950,Credito,1,"R$ 22,52",,,,,,,,,,,
28129,14000,Pix,1,"R$ 0,00",,,,,,,,,,,
28128,1316,Débito,1,"R$ 18,95",,,,,,,,,,,
28128,2632,Credito,2,"R$ 67,12",,,,,,,,,,,
28059,4900,Pix,1,"R$ 0,00",,,,,,,,,,,
28059,2100,Entrega,1,"R$ 0,00",,,,,,,,,,,
27785,22500,Credito,1,"R$ 533,25",,,,,,,,,,,
28131,400,Dinheiro,01,"R$ 0,00",,,,,,,,,,,
28131,4980,Credito,6,"R$ 126,99",,,,,,,,,,,
28130,6000,Dinheiro,01,"R$ 0,00",,,,,,,,,,,
28132,18000,Pix,01,"R$ 0,00",,,,,,,,,,,
28075,800,Pix,1,"R$ 0,00",,,,,,,,,,,
28075,730,Credito,01,"R$ 17,30",,,,,,,,,,,
28133,19000,Credito,10,"R$ 575,70",,,,,,,,,,,
28076,5000,Dinheiro,01,"R$ 0,00",,,,,,,,,,,
28076,3500,Pix,1,"R$ 0,00",,,,,,,,,,,
28134,4100,Pix,01,"R$ 0,00",,,,,,,,,,,
28134,4000,Credito,01,"R$ 94,80",,,,,,,,,,,
28078,4230,Pix,01,"R$ 0,00",,,,,,,,,,,
28078,4000,Entrega,01,"R$ 0,00",,,,,,,,,,,
28077,5408,Pix,01,"R$ 0,00",,,,,,,,,,,
28081,500,Pix,01,"R$ 0,00",,,,,,,,,,,
28081,13000,Credito,04,"R$ 331,50",,,,,,,,,,,
28084,5000,Pix,01,"R$ 0,00",,,,,,,,,,,
28084,6120,Credito,04,"R$ 156,06",,,,,,,,,,,
28083,680,Pix,01,"R$ 0,00",,,,,,,,,,,
28083,2720,Credito,04,"R$ 69,36",,,,,,,,,,,
28082,6600,Credito,06,"R$ 168,30",,,,,,,,,,,
28135,9200,Pix,01,"R$ 0,00",,,,,,,,,,,
28137,3700,Pix,01,"R$ 0,00",,,,,,,,,,,
28087,2000,Pix,01,"R$ 0,00",,,,,,,,,,,
28136,2000,Pix,01,"R$ 0,00",,,,,,,,,,,
28138,2100,Dinheiro,01,"R$ 0,00",,,,,,,,,,,
28079,4550,Pix,01,"R$ 0,00",,,,,,,,,,,
28086,3980,Pix,01,"R$ 0,00",,,,,,,,,,,
28140,400,Pix,01,"R$ 0,00",,,,,,,,,,,
28140,1936,Credito,04,"R$ 49,37",,,,,,,,,,,
28089,1260,Pix,01,"R$ 0,00",,,,,,,,,,,
28141,2500,Pix,01,"R$ 0,00",,,,,,,,,,,
28092,8770,Pix,01,"R$ 0,00",,,,,,,,,,,
28093,6000,Pix,01,"R$ 0,00",,,,,,,,,,,
28144,2800,Pix,01,"R$ 0,00",,,,,,,,,,,
28091,3500,Pix,01,"R$ 0,00",,,,,,,,,,,
28091,3499,Credito,01,"R$ 82,93",,,,,,,,,,,
28094,2600,Pix,01,"R$ 0,00",,,,,,,,,,,
28094,7800,Credito,03,"R$ 198,90",,,,,,,,,,,
28090,9300,Credito,01,"R$ 220,41",,,,,,,,,,,
28139,1940,Pix,01,"R$ 0,00",,,,,,,,,,,
27101,6975,Pix,01,"R$ 0,00",,,,,,,,,,,
27101,6975,Entrega,01,"R$ 0,00",,,,,,,,,,,
28146,8995,Pix,01,"R$ 0,00",,,,,,,,,,,
28145,8995,Pix,01,"R$ 0,00",,,,,,,,,,,
27102,2480,Pix,01,"R$ 0,00",,,,,,,,,,,
27901,4500,Pix,01,"R$ 0,00",,,,,,,,,,,
27901,3000,Credito,01,"R$ 71,10",,,,,,,,,,,
27902,2323,Pix,01,"R$ 0,00",,,,,,,,,,,
27902,11615,Credito,05,"R$ 296,18",,,,,,,,,,,
27903,1000,Dinheiro,01,"R$ 0,00",,,,,,,,,,,
27854,4000,Pix,01,"R$ 0,00",,,,,,,,,,,
27854,8000,Credito,02,"R$ 204,00",,,,,,,,,,,
27906,1895,Pix,01,"R$ 0,00",,,,,,,,,,,
27906,1895,Entrega,01,"R$ 0,00",,,,,,,,,,,
28096,5240,Credito,02,"R$ 133,62",,,,,,,,,,,
27907,5150,A Receber,,"R$ 0,00",,,,,,,,,,,
27904,2400,Pix,01,"R$ 0,00",,,,,,,,,,,
27905,1920,Pix,01,"R$ 0,00",,,,,,,,,,,
27852,3600,Pix,01,"R$ 0,00",,,,,,,,,,,
27852,2400,Entrega,01,"R$ 0,00",,,,,,,,,,,
27900,1350,Credito,01,"R$ 32,00",,,,,,,,,,,
27900,5000,Credito,05,"R$ 127,50",,,,,,,,,,,
27861,5000,Pix,01,"R$ 0,00",,,,,,,,,,,
27919,3700,Boleto,02,"R$ 3,98",,,,,,,,,,,
27920,19370,Pix,01,"R$ 0,00",,,,,,,,,,,
27119,2700,Credito,01,"R$ 63,99",,,,,,,,,,,
27118,7000,Pix,01,"R$ 0,00",,,,,,,,,,,
27872,3400,Pix,01,"R$ 0,00",,,,,,,,,,,
27108,3980,Credito,01,"R$ 94,33",,,,,,,,,,,
27909,1350,Pix,01,"R$ 0,00",,,,,,,,,,,
27909,5000,Credito,05,"R$ 127,50",,,,,,,,,,,
27107,6000,Pix,01,"R$ 0,00",,,,,,,,,,,
27107,13220,A Receber,03,"R$ 0,00",,,,,,,,,,,
28100,6540,Credito,04,"R$ 166,77",,,,,,,,,,,
27105,3540,Pix,01,"R$ 0,00",,,,,,,,,,,
27857,20000,Pix,01,"R$ 0,00",,,,,,,,,,,
27867,11000,A Receber,,"R$ 0,00",,,,,,,,,,,
27917,9500,Pix,01,"R$ 0,00",,,,,,,,,,,
27114,6380,Pix,01,"R$ 0,00",,,,,,,,,,,
27913,3900,Pix,01,"R$ 0,00",,,,,,,,,,,
27913,2590,A Receber,01,"R$ 0,00",,,,,,,,,,,
27869,6600,Pix,01,"R$ 0,00",,,,,,,,,,,
27869,4400,A Receber,01,"R$ 0,00",,,,,,,,,,,
27870,1000,Pix,01,"R$ 0,00",,,,,,,,,,,
27870,9300,Credito,05,"R$ 237,15",,,,,,,,,,,
27865,3395,Pix,01,"R$ 0,00",,,,,,,,,,,
27865,3395,Credito,01,"R$ 80,46",,,,,,,,,,,
27910,3300,Pix,01,"R$ 0,00",,,,,,,,,,,
27910,6642,Credito,2,"R$ 169,37",,,,,,,,,,,
27863,2190,Pix,01,"R$ 0,00",,,,,,,,,,,
27860,5000,Pix,01,"R$ 0,00",,,,,,,,,,,
27109,3000,Dinheiro,01,"R$ 0,00",,,,,,,,,,,
27109,3000,Débito,01,"R$ 43,20",,,,,,,,,,,
27110,3480,Pix,01,"R$ 0,00",,,,,,,,,,,
27110,2320,Credito,01,"R$ 54,98",,,,,,,,,,,
27104,13000,Boleto,5,"R$ 9,95",,,,,,,,,,,
27858,8900,Pix,01,"R$ 0,00",,,,,,,,,,,
27908,4440,Pix,01,"R$ 0,00",,,,,,,,,,,
27908,2960,Credito,01,"R$ 70,15",,,,,,,,,,,
28097,4760,Pix,01,"R$ 0,00",,,,,,,,,,,
27117,6000,Credito,5,"R$ 153,00",,,,,,,,,,,
28099,14520.09,Pix,01,"R$ 0,00",,,,,,,,,,,
27106,9400,Credito,06,"R$ 239,70",,,,,,,,,,,
28150,2300,Pix,01,"R$ 0,00",,,,,,,,,,,
27103,6000,Pix,01,"R$ 0,00",,,,,,,,,,,
27103,5540,Credito,05,"R$ 141,27",,,,,,,,,,,
27112,1705,Pix,01,"R$ 0,00",,,,,,,,,,,
27915,11660,Credito,06,"R$ 297,33",,,,,,,,,,,
27914,2000,Pix,01,"R$ 0,00",,,,,,,,,,,
27113,5000,Pix,01,"R$ 0,00",,,,,,,,,,,
27859,4000,Credito,01,"R$ 94,80",,,,,,,,,,,
28148,3200,Pix,01,"R$ 0,00",,,,,,,,,,,
27864,1200,Pix,01,"R$ 0,00",,,,,,,,,,,
27864,3540,Credito,01,"R$ 83,90",,,,,,,,,,,
27912,4200,Credito,02,"R$ 107,10",,,,,,,,,,,
27911,1890,Débito,01,"R$ 27,22",,,,,,,,,,,
27873,7332,Pix,01,"R$ 0,00",,,,,,,,,,,
27873,4760,Entrega,01,"R$ 0,00",,,,,,,,,,,
27115,2480,Pix,01,"R$ 0,00",,,,,,,,,,,
27871,4399,Pix,01,"R$ 0,00",,,,,,,,,,,
27918,2500,Pix,01,"R$ 0,00",,,,,,,,,,,
27918,3891,Credito,02,"R$ 99,22",,,,,,,,,,,
27855,1600,Pix,01,"R$ 0,00",,,,,,,,,,,
27855,3140,Credito,2,"R$ 80,07",,,,,,,,,,,
27116,13800,Credito,06,"R$ 351,90",,,,,,,,,,,
27121,6000,Cheque,06,,,,,,,,,,,,
27124,14000,Pix,01,,,,,,,,,,,,
27876,7800,Credito,01,,,,,,,,,,,,
27122,4900,Credito,01,"R$ 116,13",,,,,,,,,,,
27875,9000,Pix,01,"R$ 0,00",,,,,,,,,,,
27877,16000,Pix,01,"R$ 0,00",,,,,,,,,,,
27877,31990,Boleto,02,"R$ 3,98",,,,,,,,,,,
27879,450,Pix,01,"R$ 0,00",,,,,,,,,,,
27925,1000,Pix,01,"R$ 0,00",,,,,,,,,,,
27925,2000,Credito,02,"R$ 51,00",,,,,,,,,,,
27926,3300,Credito,03,"R$ 84,15",,,,,,,,,,,
27928,1500,Pix,01,"R$ 0,00",,,,,,,,,,,
27928,3100,Credito,02,"R$ 79,05",,,,,,,,,,,
27927,8150,Pix,01,"R$ 0,00",,,,,,,,,,,
27929,11300,Pix,01,"R$ 0,00",,,,,,,,,,,
27882,5440,Pix,01,"R$ 0,00",,,,,,,,,,,
27930,985,Pix,01,"R$ 0,00",,,,,,,,,,,
27930,1000,Credito,01,"R$ 23,70",,,,,,,,,,,
27993,8680,Pix,01,"R$ 0,00",,,,,,,,,,,
27932,2500,Pix,01,"R$ 0,00",,,,,,,,,,,
27932,7500,Credito,02,"R$ 191,25",,,,,,,,,,,
27931,2202,Pix,01,"R$ 0,00",,,,,,,,,,,
27887,1000,Pix,01,"R$ 0,00",,,,,,,,,,,
27887,3830,A Receber,02,"R$ 0,00",,,,,,,,,,,
27134,2100,Pix,01,"R$ 0,00",,,,,,,,,,,
27132,5500,Pix,01,"R$ 0,00",,,,,,,,,,,
27943,500,Débito,01,"R$ 7,20",,,,,,,,,,,
27943,5200,Credito,03,"R$ 132,60",,,,,,,,,,,
27133,10000,Pix,01,"R$ 0,00",,,,,,,,,,,
27133,30000,Credito,03,"R$ 765,00",,,,,,,,,,,
27128,2575,A Receber,01,"R$ 0,00",,,,,,,,,,,
27128,2575,Pix,01,"R$ 0,00",,,,,,,,,,,
27937,5990,Pix,01,"R$ 0,00",,,,,,,,,,,
27941,3800,Pix,01,"R$ 0,00",,,,,,,,,,,
27130,2985,Pix,01,"R$ 0,00",,,,,,,,,,,
27885,800,Pix,01,"R$ 0,00",,,,,,,,,,,
27885,7200,Boleto,06,"R$ 11,94",,,,,,,,,,,
27939,3200,Credito,01,"R$ 75,84",,,,,,,,,,,
27940,3100,Pix,01,"R$ 0,00",,,,,,,,,,,
27940,15900,Credito,05,"R$ 405,45",,,,,,,,,,,
27883,14000,Transferência,01,"R$ 0,00",,,,,,,,,,,
27934,4500,Credito,01,"R$ 106,65",,,,,,,,,,,
27923,13765,Pix,01,"R$ 0,00",,,,,,,,,,,
27923,68837,Credito,05,"R$ 1.755,34",,,,,,,,,,,
27936,1000,Pix,01,"R$ 0,00",,,,,,,,,,,
27936,3700,Credito,02,"R$ 94,35",,,,,,,,,,,
27935,825,Pix,01,"R$ 0,00",,,,,,,,,,,
27935,5775,Credito,07,"R$ 174,98",,,,,,,,,,,
27946,4000,Pix,01,"R$ 0,00",,,,,,,,,,,
27946,1600,A Receber,01,"R$ 0,00",,,,,,,,,,,
27947,1220,Pix,01,"R$ 0,00",,,,,,,,,,,
27892,10000,A Receber,01,"R$ 0,00",,,,,,,,,,,
27893,5000,Pix,01,"R$ 0,00",,,,,,,,,,,
27893,4200,A Receber,01,"R$ 0,00",,,,,,,,,,,
27894,6000,Pix,01,"R$ 0,00",,,,,,,,,,,
27894,2300,A Receber,01,"R$ 0,00",,,,,,,,,,,
27945,1000,Pix,01,"R$ 0,00",,,,,,,,,,,
27945,1145,Boleto,01,"R$ 1,99",,,,,,,,,,,
27944,1795,Credito,01,"R$ 42,54",,,,,,,,,,,
27135,3600,Pix,01,"R$ 0,00",,,,,,,,,,,
27135,3000,A Receber,01,"R$ 0,00",,,,,,,,,,,
27136,25780,Credito,6,"R$ 657,39",,,,,,,,,,,
27890,11000,Pix,01,"R$ 0,00",,,,,,,,,,,
27890,9985,Credito,06,"R$ 254,62",,,,,,,,,,,
27938,15000,Dinheiro,01,"R$ 0,00",,,,,,,,,,,
27938,4000,A Receber,01,"R$ 0,00",,,,,,,,,,,
27880,1210,Pix,01,"R$ 0,00",,,,,,,,,,,
27880,10590,Credito,2,"R$ 270,05",,,,,,,,,,,
26660,5990,Credito,02,"R$ 152,75",,,,,,,,,,,
27679,4185,Pix,01,"R$ 0,00",,,,,,,,,,,
27149,4200,Pix,01,"R$ 0,00",,,,,,,,,,,
27655,5595,Credito,03,"R$ 142,67",,,,,,,,,,,
27896,5400,Dinheiro,01,"R$ 0,00",,,,,,,,,,,
27140,980,Credito,02,"R$ 24,99",,,,,,,,,,,
27662,6160,Pix,01,"R$ 0,00",,,,,,,,,,,
27662,2640,Entrega,01,"R$ 0,00",,,,,,,,,,,
27651,6720,Credito,08,"R$ 203,62",,,,,,,,,,,
27898,8000,Pix,01,"R$ 0,00",,,,,,,,,,,
27898,11300,Credito,08,"R$ 342,39",,,,,,,,,,,
27656,13990,Pix,01,"R$ 0,00",,,,,,,,,,,
27148,750,Débito,01,"R$ 10,80",,,,,,,,,,,
27148,3750,Credito,05,"R$ 95,63",,,,,,,,,,,
27670,9870,Credito,01,"R$ 233,92",,,,,,,,,,,
27665,5500,Pix,01,"R$ 0,00",,,,,,,,,,,
27665,7500,Boleto,03,"R$ 5,97",,,,,,,,,,,
27667,3630,Credito,05,"R$ 92,57",,,,,,,,,,,
27664,13960,Pix,01,"R$ 0,00",,,,,,,,,,,
27677,6500,Pix,01,"R$ 0,00",,,,,,,,,,,
27677,31500,Credito,05,"R$ 803,25",,,,,,,,,,,
27676,5996,Boleto,01,"R$ 1,99",,,,,,,,,,,
27676,5996,Entrega,01,"R$ 0,00",,,,,,,,,,,
27657,5420,Pix,01,"R$ 0,00",,,,,,,,,,,
27657,2320,Entrega,01,"R$ 0,00",,,,,,,,,,,
27659,2370,Pix,01,"R$ 0,00",,,,,,,,,,,
27659,2370,Entrega,01,"R$ 0,00",,,,,,,,,,,
27671,1400,Pix,01,"R$ 0,00",,,,,,,,,,,
26654,1000,Pix,01,"R$ 0,00",,,,,,,,,,,
26654,2000,Credito,02,"R$ 51,00",,,,,,,,,,,
26655,8980,Pix,01,"R$ 0,00",,,,,,,,,,,
27682,800,Pix,01,"R$ 0,00",,,,,,,,,,,
27682,5000,Entrega,01,"R$ 0,00",,,,,,,,,,,
27661,300,Pix,01,"R$ 0,00",,,,,,,,,,,
27661,1400,Credito,02,"R$ 35,70",,,,,,,,,,,
27663,10000,Credito,06,"R$ 255,00",,,,,,,,,,,
27658,11300,Dinheiro,01,"R$ 0,00",,,,,,,,,,,
27652,3750,Pix,01,"R$ 0,00",,,,,,,,,,,
27652,3700,Entrega,01,"R$ 0,00",,,,,,,,,,,
27895,1890,Pix,01,"R$ 0,00",,,,,,,,,,,
27141,1380,Credito,01,"R$ 32,71",,,,,,,,,,,
27139,1470,Pix,01,"R$ 0,00",,,,,,,,,,,
27139,630,Entrega,01,"R$ 0,00",,,,,,,,,,,
